品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）
コンプレッサー,MJS130-5JAR-S,カルソニックコンプレッサー,日産,E-PK10,ﾊﾟｵ,92600-35B10,92600-35B10,,,,41300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-31U10R-S,カルソニックコンプレッサー(V6),日産,E-A32,ｾﾌｨｰﾛ,92600-31U12,92600-31U12,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-2Y000R-S,カルソニックコンプレッサー(V6),日産,GF-A33,ｾﾌｨｰﾛ,92600-2Y001,92600-2Y001,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506011-5480R-S,ゼクセルコンプレッサー(DKS15CH),ﾏﾂﾀﾞ,SE28T,ﾎﾞﾝｺﾞ,92600-2T403,92600-2T403,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-2490R-S,ゼクセルコンプレッサー(DKV14C),日産,RPS13,180SX,92600-2T004,92600-2T004,,,,25300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-2S400R-W,カルソニック コンプレッサ-,日産,PS22,ﾀﾞｯﾄｻﾝ,92600-2S400,92600-2S400,,,,25000,保証なし　ノークレーム品,メーカー新品,マグネットクラッチ付　Oリング付　オイル規定量入り,新品　保証なし　ノークレーム品,,1
コンプレッサー,506021-4030R-S,ゼクセルコンプレッサー(DKV14C),日産,BD22,ﾀﾞｯﾄｻﾝ,92600-2S400,92600-2S400,,,,25100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-2J601R-S,カルソニックコンプレッサー(CR14),日産,KB-VSW10,ｱﾍﾞﾆｰﾙ,92600-2J603,92600-2J603,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-2J205R-S,カルソニックコンプレッサー(CR14),日産,GF-PNW11,ｱﾍﾞﾆｰﾙ,92600-2J205,92600-2J205,,,,22100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,92600-2J202R-S,カルソニックコンプレッサー(CR14),日産,E-PNW10,ｱﾍﾞﾆｰﾙ,92600-2J204,92600-2J204,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,ＨＰ１１の場合は車輌によって９２６００－２Ｊ２０５が装着される場合があります。互換が無い為現品Ｎｏ確認願います。,,1
コンプレッサー,92600-2J002R-S,カルソニックコンプレッサー(CR14),日産,GA-VENW10,ｱﾍﾞﾆｰﾙ,92600-2J004,92600-2J004,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,509640-1560R-S,ゼクセルコンプレッサー(DKS16H),日産,E-KHGNC22,ﾊﾞﾈｯﾄ,92600-29C00,92600-29C00,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506011-5810R-S,ゼクセルコンプレッサー(DKS16H),日産,AEGE24,ｷｬﾗﾊﾞﾝ,92600-27N60,92600-27N60,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,92600-27B00R-S,カルソニックコンプレッサー  NVR140S,日産,E-EK10,ﾏ-ﾁ,92600-27B00,92600-27B00,,,,32300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-26E03R-S,カルソニックコンプレッサー  NVR140S,日産,E-PU11,ﾌﾞﾙｰﾊﾞｰﾄﾞ,92600-26E03,92600-26E03,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,506021-2580R-S,ゼクセルコンプレッサー(DKV11D),ｽﾊﾞﾙ,KV3,ｻﾝﾊﾞｰ,92600-24U18,92600-24U18,,,,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-3470R-S,ゼクセルコンプレッサー(DKV14D),日産,BCNR33,ｽｶｲﾗｲﾝ,92600-24U17,92600-24U17,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,MJS170-6PJR-S,カルソニックコンプレッサー,日産,E-HGZ31,ﾌｪｱﾚﾃﾞｨZ,92600-22P10,92600-22P10,,,,41300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,MJS170-6PAR-S,カルソニックコンプレッサー,日産,E-PGZ31,ﾌｪｱﾚﾃﾞｨZ,92600-20P00,92600-20P00,,,,35300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1VA0AR-V,ゼクセルコンプレッサー(DCS17EC),日産,C26,ｾﾚﾅ,92600-1VA0D,92600-1VA0D,,,,30100,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,0
コンプレッサー,92600-1VA0AR-M,ゼクセルコンプレッサー(DCS17EC),日産,C26,ｾﾚﾅ,92600-1VA0D,92600-1VA0D,,,,30100,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1VA0BR-S,バレオコンプレッサー(DCS17EC）Z0009441A,日産,C26・FC26,ｾﾚﾅ,92600-1VA0B,92600-1VA0B,,,,28100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1VA0AR-F,ゼクセルコンプレッサー(DCS17EC),日産,C26・FC26,ｾﾚﾅ,92600-1VA0A,92600-1VA0A,,,,30100,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1P600R-S,カルソニックコンプレッサー(V6),日産,PBY32,ｾﾄﾞﾘｯｸ,92600-1P600,92600-1P600,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1MB0AR-S,カルソニックコンプレッサー(CES617),日産,DBA-NV36,ｽｶｲﾗｲﾝ,92600-1MB0A,92600-1MB0A,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-5410R-S,ゼクセルコンプレッサー(DKV11G),日産,GF-EN15,ﾊﾟﾙｻ-,92600-1M060,92600-1M060,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KC7AR-W,カルソニック コンプレッサ-,日産,VY12,ADﾊﾞﾝ,92600-1KC7A,92600-1KC7A,,,,27300,2年4万km保証,メーカーリビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KC6DR-W,カルソニック コンプレッサ-,日産,VY12,ｴｷｽﾊﾟｰﾄ,92600-1KC6D,92600-1KC6D,,,,27300,保証なし　ノークレーム品,メーカー新品,マグネットクラッチ付　Oリング付　オイル規定量入り,新品　保証なし　ノークレーム品,,1
コンプレッサー,92600-3VB2AR-W,カルソニック コンプレッサ-（CR08),日産,E12,ﾉｰﾄ,92600-1KC5C,92600-1KC5C,,,,27300,2年4万km保証,メーカーリビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KC2DR-W,カルソニック コンプレッサ-（CR08),日産,VJY12,AD,92600-1KC3D,92600-1KC3D,,,,27300,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KC2DR-S,カルソニックコンプレッサー(CR08),日産,VJY12,AD,92600-1KC3D,92600-1KC3D,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,92600-1KC1AR-S,カルソニックコンプレッサー,日産,NF15,ｼﾞｭｰｸ,92600-1KC1C,92600-1KC1C,,,,29300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KA2DR-S,カルソニックコンプレッサー(CR08b),日産,Z12,ｷｭｰﾌﾞ,92600-1KA4D,92600-1KA4D,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KA1AR-S,カルソニックコンプレッサー(CR08b),日産,DBA-YF15,ｼﾞｭｰｸ,92600-1KA1A,92600-1KA1A,,,,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,Z0012152AR-S,ゼクセルコンプレッサー(DKS17D),日産,TE52,ｴﾙｸﾞﾗﾝﾄﾞ,92600-1JB0A,92600-1JB0A,,,,25300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1JB0AR-V,カルソニックコンプ VNCP006N,日産,TE52,ｴﾙｸﾞﾗﾝﾄﾞ,92600-1JB0A,92600-1JB0A,,,,28300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1JB0AR-F,ヴァレオコンプレッサー,日産,TE52,ｴﾙｸﾞﾗﾝﾄﾞ,92600-1JB0A,92600-1JB0A,,,,28300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1JA1AR-S,ゼクセルコンプレッサー(DKS17D),日産,DBA-PE52,ｴﾙｸﾞﾗﾝﾄﾞ,92600-1JA1A,92600-1JA1A,,,,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1HC0AR-S,カルソニックコンプレッサー(CR08),日産,K13,ﾏｰﾁ,92600-1HC2A,92600-1HC2A,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1HC1AR-S,カルソニックコンプレッサー(CR08),日産,K13,ﾏｰﾁ,92600-1HC1A,92600-1HC1A,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1KA7DR-W,カルソニック コンプレッサ-,日産,K13,ﾏｰﾁ,92600-1HC0A,92600-1HC0A,,,,27300,2年4万km保証,メーカーリビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1GZ0AR-M,ヴォレオコンプレッサー DCS17EC,日産,C25,ｾﾚﾅ,92600-1GZ0A,92600-1GZ0A,,,,29000,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,0
コンプレッサー,92600-1DE0AR-S,カルソニックコンプレッサー,日産,DNT31,ｴｸｽﾄﾚｲﾙ,92600-1DE0A,92600-1DE0A,,,,31300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1DE0AR-M,カルソニックコンプレッサー(赤Oリング),日産,DNT31,ｴｸｽﾄﾚｲﾙ,92600-1DE0A,92600-1DE0A,,,,33300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1DE0AR-F,ヴァレオコンプレッサー,日産,DNT31,ｴｸｽﾄﾚｲﾙ,92600-1DE0A,92600-1DE0A,,,,37300,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1DA0AR-F,ヴァレオコンプレッサー,日産,LDA-DNT31,ｴｸｽﾄﾚｲﾙ,92600-1DA0A,92600-1DA0A,,,,31100,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,Z0005306BR-S,ゼクセルコンプレッサー(DKS17IC),日産,DNT31,ｴｸｽﾄﾚｲﾙ,92600-1DA0A,92600-1DA0A,,,,32300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1CB0BR-S,カルソニックコンプレッサー(CSE617),日産,Z34,ﾌｪｱﾚﾃﾞｨZ,92600-1CB0B,92600-1CB0B,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-1CB0AR-S,カルソニックコンプレッサー(CSE617),日産,KY51,ﾌｰｶﾞ,92600-1CB0B,92600-1CB0B,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,509640-1500R-S,ゼクセルコンプレッサー(DKV14C),日産,E-JGBY32,ﾚﾊﾟｰﾄﾞ,92600-16Y00,92600-16Y00,,,,25300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,MJS170-8PAR-S,カルソニックコンプレッサー,日産,E-Y31,ｸﾞﾛﾘｱ,92600-16V00,92600-16V00,,,,41300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-4000R-S,ゼクセルコンプレッサー(DKV14D),日産,HR33,ｽｶｲﾗｲﾝ,92600-15U16,92600-15U16,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-1990R-S,ゼクセルコンプレッサー(DKV14D),日産,ECR33,ｽｶｲﾗｲﾝ,92600-15U08,92600-15U08,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,MJS170-6AHR-S,カルソニックコンプレッサー,日産,Z31,ﾌｨｱﾚﾃﾞｨZ,92600-11P05,92600-11P05,,,,41300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-0W801R-S,カルソニックコンプレッサー(V6),日産,PR50,ﾃﾗﾉ,92600-0W803,92600-0W803,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,92600-0W010R-S,カルソニックコンプレッサー(V6),日産,GF-LR50,ﾃﾗﾉ,92600-0W010,92600-0W010,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,506021-5340R-S,ゼクセルコンプレッサー　DKV14G,日産,WGC34,ｽﾃｰｼﾞｱ,92600-0V710,92600-0V710,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,92600-0V000R-S,カルソニックコンプレッサー(V6),日産,E-GC34,ﾛｰﾚﾙ,92600-0V002,92600-0V002,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-3790R-S,ゼクセルコンプレッサー(DKV11D),日産,RHNB14,ﾗｼｰﾝ,92600-0M816,92600-0M816,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-3780R-S,ゼクセルコンプレッサー(DKV11D),日産,RFNB14,ﾗｼｰﾝ,92600-0M016,92600-0M016,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,506021-2320R-S,ゼクセルコンプレッサー(DKV14C),日産,R20,ﾐｽﾄﾗﾙ,92600-0F001,92600-0F001,,,,25300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,509618-2190R-S,ゼクセルコンプレッサー(DKV14B FW),日産,B11,ｻﾆ-,92600-06S00,92600-06S00,,,,43000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506031-0126R-S,ゼクセルコンプレッサー(DCW17BE),日産,BNR32,ｽｶｲﾗｲﾝ,92600-05U14,92600-05U14,,,,47000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,サービスバルブは現車の物を付け替えて使用ください。,,1
コンプレッサー,506031-0120R-S,ゼクセルコンプレッサー(DCW17BE),日産,BNR32,ｽｶｲﾗｲﾝ,92600-05U14,92600-05U14,,,,47000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,サービスバルブは現車の物を付け替えて使用ください。,,1
